Analyte,lab_code,Units,Start_Run_Date,Site.Name,Long.Site.Name,Planet,Result
Fluoranthene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0394
Fluoranthene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0268
Fluoranthene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0278
Fluoranthene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0385
Fluoranthene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0216
Fluoranthene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0374
Fluoranthene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0336
Fluoranthene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0243
Fluoranthene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0265
Fluoranthene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0328
Fluoranthene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0866
Fluoranthene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.1
Fluoranthene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.207
Fluoranthene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.537
Fluorene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00229
Fluorene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00258
Fluorene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00291
Fluorene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00398
Fluorene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00656
Fluorene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00619
Fluorene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00724
Fluorene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00396
Fluorene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0124
Fluorene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00472
Fluorene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0086
Fluorene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0131
Fluorene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00565
Fluorene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00582
Fluorene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0101
Fluorene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00316
Fluorene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00559
Fluorene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00365
Fluorene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00518
Fluorene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.006
Fluorene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0025
Fluorene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00219
Fluorene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00202
Fluorene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Fluorene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
magnetic_field,HV-403,nT,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,110000.0058
magnetic_field,HV-408,nT,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,110000.0098
magnetic_field,HV-411,nT,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,110000.0143
magnetic_field,HV-415,nT,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,110000.0094
magnetic_field,HV-418,nT,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,110000.0093
magnetic_field,HV-425,nT,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,110000.0055
magnetic_field,HV-427,nT,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,110000.0071
magnetic_field,HV-431,nT,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.26543
magnetic_field,HV-434,nT,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.13721
magnetic_field,HV-437,nT,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.07428
magnetic_field,HV-440,nT,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.05662
magnetic_field,HV-444,nT,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.09389
magnetic_field,HV-447,nT,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.07655
magnetic_field,HV-450,nT,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.08166
magnetic_field,HV-453,nT,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.14349
magnetic_field,HV-457,nT,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.13312
magnetic_field,HV-460,nT,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.05144
magnetic_field,HV-463,nT,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.04124
magnetic_field,HV-467,nT,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.01888
magnetic_field,HV-470,nT,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.02388
magnetic_field,HV-473,nT,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.0391
magnetic_field,HV-477,nT,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.2412
magnetic_field,HV-480,nT,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.07797
magnetic_field,HV-485,nT,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.09032
magnetic_field,HV-487,nT,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.17131
magnetic_field,HV-491,nT,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.04395
magnetic_field,HV-494,nT,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.21798
magnetic_field,HV-497,nT,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.32619
magnetic_field,HV-499,nT,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.04219
magnetic_field,HV-502,nT,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.12587
magnetic_field,HV-506,nT,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.21199
magnetic_field,HV-509,nT,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.17528
magnetic_field,HV-512,nT,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.19381
magnetic_field,HV-516,nT,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.08748
magnetic_field,HV-518,nT,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.05586
magnetic_field,HV-522,nT,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.12816
magnetic_field,HV-526,nT,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.16984
magnetic_field,HV-528,nT,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.14557
magnetic_field,HV-533,nT,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.05302
magnetic_field,HV-535,nT,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.04502
magnetic_field,HV-538,nT,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.0643
magnetic_field,HV-541,nT,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,83333.37926
magnetic_field,HV-545,nT,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.11559
magnetic_field,HV-549,nT,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.02796
magnetic_field,HV-551,nT,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,80000.0143
Nitric Acid,HV-403,ng/L,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00443
Nitric Acid,HV-408,ng/L,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00493
Nitric Acid,HV-411,ng/L,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0104
Nitric Acid,HV-415,ng/L,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00825
Nitric Acid,HV-418,ng/L,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00509
Nitric Acid,HV-425,ng/L,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00569
Nitric Acid,HV-427,ng/L,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00996
Nitric Acid,HV-431,ng/L,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0153
Nitric Acid,HV-434,ng/L,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00808
Nitric Acid,HV-437,ng/L,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0149
Nitric Acid,HV-440,ng/L,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0144
Nitric Acid,HV-444,ng/L,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00689
Nitric Acid,HV-447,ng/L,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0151
Nitric Acid,HV-450,ng/L,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00843
Nitric Acid,HV-453,ng/L,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0196
Nitric Acid,HV-457,ng/L,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00876
Nitric Acid,HV-460,ng/L,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00979
Nitric Acid,HV-463,ng/L,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00998
Nitric Acid,HV-467,ng/L,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0104
Nitric Acid,HV-470,ng/L,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0112
Nitric Acid,HV-473,ng/L,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0117
Nitric Acid,HV-477,ng/L,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0238
Nitric Acid,HV-480,ng/L,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0113
Nitric Acid,HV-485,ng/L,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00932
Nitric Acid,HV-487,ng/L,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0113
Nitric Acid,HV-491,ng/L,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0078
Nitric Acid,HV-494,ng/L,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0114
Nitric Acid,HV-497,ng/L,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0066
Nitric Acid,HV-499,ng/L,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00608
Nitric Acid,HV-502,ng/L,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00644
Nitric Acid,HV-506,ng/L,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0099
Nitric Acid,HV-509,ng/L,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00936
Nitric Acid,HV-512,ng/L,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0151
Nitric Acid,HV-516,ng/L,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.00796
Nitric Acid,HV-518,ng/L,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0094
Nitric Acid,HV-522,ng/L,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0103
Nitric Acid,HV-526,ng/L,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0243
Nitric Acid,HV-528,ng/L,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0209
Nitric Acid,HV-533,ng/L,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0166
Nitric Acid,HV-535,ng/L,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0165
Nitric Acid,HV-538,ng/L,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0194
Nitric Acid,HV-541,ng/L,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0133
Nitric Acid,HV-545,ng/L,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0155
Nitric Acid,HV-549,ng/L,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.0139
Nitric Acid,HV-551,ng/L,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,15.018
Perylene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00379
Perylene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0
Perylene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0053
Perylene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00561
Perylene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0034
Perylene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00235
Perylene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00499
Perylene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00732
Perylene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0045
Perylene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0103
Perylene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0116
Perylene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00485
Perylene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0132
Perylene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00676
Perylene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0179
Perylene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00581
Perylene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00899
Perylene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00726
Perylene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00742
Perylene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00775
Perylene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00738
Perylene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0133
Perylene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00619
Perylene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00563
Perylene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00608
Perylene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00796
Perylene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00627
Perylene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0046
Perylene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00351
Perylene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00377
Perylene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00749
Perylene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00499
Perylene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00629
Perylene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00388
Perylene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00549
Perylene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00413
Perylene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00862
Perylene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0073
Perylene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00555
Perylene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00495
Perylene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00627
Perylene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0135
Perylene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0198
Perylene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0137
Perylene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0235
Phenanthrene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0206
Phenanthrene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0241
Phenanthrene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0251
Phenanthrene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0427
Phenanthrene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.026
Phenanthrene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0208
Phenanthrene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0319
Phenanthrene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0272
Phenanthrene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.022
Phenanthrene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0509
Phenanthrene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0394
Phenanthrene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.017
Phenanthrene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.119
Phenanthrene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.02
Phenanthrene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.105
Phenanthrene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0204
Phenanthrene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0626
Phenanthrene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0403
Phenanthrene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.039
Phenanthrene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.103
Phenanthrene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0503
Phenanthrene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0513
Phenanthrene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0307
Phenanthrene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0344
Phenanthrene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0253
Phenanthrene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0486
Phenanthrene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0377
Phenanthrene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.027
Phenanthrene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0118
Phenanthrene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0196
Phenanthrene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0522
Phenanthrene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0441
Phenanthrene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0254
Phenanthrene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0216
Phenanthrene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0304
Phenanthrene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0208
Phenanthrene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0218
Phenanthrene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0205
Phenanthrene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0146
Phenanthrene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0123
Phenanthrene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0122
Phenanthrene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0368
